ID,Title,Difficulty,Category,Topics,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topic Categories
708,Construct Smallest Number From DI String,MEDIUM,Backtracking,"Backtracking, Greedy, Stack, String",1,Goldman Sachs,49.3,0.858291954685622,https://leetcode.com/problems/construct-smallest-number-from-di-string,"String, Stack, Greedy, Backtracking"
709,Construct the Lexicographically Largest Valid Sequence,MEDIUM,Array,"Array, Backtracking",1,Salesforce,45.0,0.7310337431126244,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,"Array, Backtracking"
710,Contiguous Array,MEDIUM,Array,"Array, Hash Table, Prefix Sum",1,Morgan Stanley,59.2,0.4937158662930979,https://leetcode.com/problems/contiguous-array,"Array, Hash Table, Prefix Sum"
711,Continuous Subarray Sum,MEDIUM,Array,"Array, Hash Table, Math, Prefix Sum",1,Meta,51.6,0.3091089982532908,https://leetcode.com/problems/continuous-subarray-sum,"Array, Hash Table, Math, Prefix Sum"
712,Count Good Meals,MEDIUM,Array,"Array, Hash Table",1,Swiggy,91.9,0.3164606880510123,https://leetcode.com/problems/count-good-meals,"Array, Hash Table"
713,Count Good Numbers,MEDIUM,Math,"Math, Recursion",1,Amazon,40.2,56.63%,https://leetcode.com/problems/count-good-numbers,"Recursion, Math"
714,Count Nice Pairs in an Array,MEDIUM,Array,"Array, Counting, Hash Table, Math",1,Uber,60.1,0.4853582921277765,https://leetcode.com/problems/count-nice-pairs-in-an-array,"Array, Hash Table, Math"
715,Count Nodes Equal to Average of Subtree,MEDIUM,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,Snowflake,48.9,0.8641728235300019,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree,"Tree, DFS"
716,Count Nodes With the Highest Score,MEDIUM,Array,"Array, Binary Tree, DFS, Depth-First Search, Tree",1,Visa,81.1,0.5126480395538692,https://leetcode.com/problems/count-nodes-with-the-highest-score,"Array, Tree, DFS"
717,Count Number of Maximum Bitwise-OR Subsets,MEDIUM,Array,"Array, Backtracking, Bit Manipulation, Enumeration",1,Citadel,38.9,0.8794639313734468,https://leetcode.com/problems/count-number-of-maximum-bitwise-or-subsets,"Array, Backtracking, Bit Manipulation"
718,Count Number of Nice Subarrays,MEDIUM,Array,"Array, Hash Table, Math, Prefix Sum, Sliding Window",1,Walmart,42.2,0.7320991159055885,https://leetcode.com/problems/count-number-of-nice-subarrays,"Array, Hash Table, Math, Sliding Window, Prefix Sum"
719,Count Number of Texts,MEDIUM,Dynamic Programming,"Dynamic Programming, Hash Table, Math, String",1,Goldman Sachs,45.6,0.4884854532893222,https://leetcode.com/problems/count-number-of-texts,"String, Dynamic Programming, Hash Table, Math"
720,Count Numbers with Unique Digits,MEDIUM,Backtracking,"Backtracking, Dynamic Programming, Math",1,JP Morgan,63.9,0.5434517416497606,https://leetcode.com/problems/count-numbers-with-unique-digits,"Dynamic Programming, Backtracking, Math"
721,Count Strictly Increasing Subarrays,MEDIUM,Array,"Array, Dynamic Programming, Math",1,JP Morgan,38.2,0.7126069380464418,https://leetcode.com/problems/count-strictly-increasing-subarrays,"Array, Dynamic Programming, Math"
722,Count Student Number in Departments,MEDIUM,Database,Database,1,Twitter,89.4,0.5975410298347527,https://leetcode.com/problems/count-student-number-in-departments,
723,Count Sub Islands,MEDIUM,Array,"Array, BFS, Breadth-First Search, DFS, Depth-First Search, Matrix, Union Find",1,Twitter,89.4,0.728263014007497,https://leetcode.com/problems/count-sub-islands,"Array, BFS, DFS, Union Find, Matrix"
724,Count Subarrays Where Max Element Appears at Least K Times,MEDIUM,Array,"Array, Sliding Window",1,Bloomberg,47.6,0.6250009586845314,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,"Array, Sliding Window"
725,Count Unhappy Friends,MEDIUM,Array,"Array, Simulation",1,Bloomberg,49.7,0.6205294037914141,https://leetcode.com/problems/count-unhappy-friends,"Array, Simulation"
726,Count Ways To Build Good Strings,MEDIUM,Dynamic Programming,Dynamic Programming,1,Citadel,47.5,0.592145182134194,https://leetcode.com/problems/count-ways-to-build-good-strings,Dynamic Programming
727,Count Ways to Group Overlapping Ranges,MEDIUM,Array,"Array, Sorting",1,IBM,100.0,0.3810753087566162,https://leetcode.com/problems/count-ways-to-group-overlapping-ranges,"Array, Sorting"
728,Count the Hidden Sequences,MEDIUM,Array,"Array, Prefix Sum",1,Zomato,100.0,0.5672918186355435,https://leetcode.com/problems/count-the-hidden-sequences,"Array, Prefix Sum"
729,Create Binary Tree From Descriptions,MEDIUM,Array,"Array, Binary Tree, Hash Table, Tree",1,Linkedln,50.0,0.8164001540301169,https://leetcode.com/problems/create-binary-tree-from-descriptions,"Array, Tree, Hash Table"
730,Cutting Ribbons,MEDIUM,Array,"Array, Binary Search",1,Meta,40.7,0.5262837947933771,https://leetcode.com/problems/cutting-ribbons,"Array, Binary Search"
731,Delete Operation for Two Strings,MEDIUM,Dynamic Programming,"Dynamic Programming, String",1,ByteDance,63.6,0.6375419207771903,https://leetcode.com/problems/delete-operation-for-two-strings,"String, Dynamic Programming"
732,Delete and Earn,MEDIUM,Array,"Array, Dynamic Programming, Hash Table",1,Citadel,94.2,0.5672788571185733,https://leetcode.com/problems/delete-and-earn,"Array, Dynamic Programming, Hash Table"
733,Design Circular Deque,MEDIUM,Array,"Array, Design, Linked List, Queue",1,Goldman Sachs,40.2,0.6434745510538449,https://leetcode.com/problems/design-circular-deque,"Array, Linked List, Queue, Design"
734,Design File System,MEDIUM,Design,"Design, Hash Table, String, Trie",1,Atlassian,62.1,64.1%,https://leetcode.com/problems/design-file-system,"String, Hash Table, Trie, Design"
735,Design Front Middle Back Queue,MEDIUM,Array,"Array, Data Stream, Design, Linked List, Queue",1,Citadel,45.9,0.5626833592193408,https://leetcode.com/problems/design-front-middle-back-queue,"Array, Linked List, Queue, Design"
736,Design Log Storage System,MEDIUM,Design,"Design, Hash Table, Ordered Set, String",1,Snap,89.1,0.5919462037688639,https://leetcode.com/problems/design-log-storage-system,"String, Hash Table, Design"
737,Design a Food Rating System,MEDIUM,Array,"Array, Design, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Ordered Set, Queue, String",1,Atlassian,43.1,44.9%,https://leetcode.com/problems/design-a-food-rating-system,"Array, String, Hash Table, Queue, Heap / Priority Queue, Design"
738,Design a Stack With Increment Operation,MEDIUM,Array,"Array, Design, Stack",1,Salesforce,36.0,0.8013123593723671,https://leetcode.com/problems/design-a-stack-with-increment-operation,"Array, Stack, Design"
739,Destroy Sequential Targets,MEDIUM,Array,"Array, Counting, Hash Table",1,Intuit,86.8,0.4062232094146987,https://leetcode.com/problems/destroy-sequential-targets,"Array, Hash Table"
740,Detect Squares,MEDIUM,Array,"Array, Counting, Design, Hash Table",1,Google,20.4,0.5130252857014308,https://leetcode.com/problems/detect-squares,"Array, Hash Table, Design"
741,Display Table of Food Orders in a Restaurant,MEDIUM,Array,"Array, Hash Table, Ordered Set, Sorting, String",1,JP Morgan,70.4,0.7565692616551416,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant,"Array, String, Hash Table, Sorting"
742,Distribute Candies Among Children II,MEDIUM,Combinatorics,"Combinatorics, Enumeration, Math",1,Amazon,40.6,56.13%,https://leetcode.com/problems/distribute-candies-among-children-ii,Math
743,Divide Array Into Arrays With Max Difference,MEDIUM,Array,"Array, Greedy, Sorting",1,Bloomberg,61.5,0.785050854640486,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,"Array, Sorting, Greedy"
744,Double a Number Represented as a Linked List,MEDIUM,Linked List,"Linked List, Math, Stack",1,NVIDIA,47.7,0.6123579966413119,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list,"Linked List, Stack, Math"
745,Egg Drop With 2 Eggs and N Floors,MEDIUM,Dynamic Programming,"Dynamic Programming, Math",1,Citadel,38.9,0.7373311247994203,https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors,"Dynamic Programming, Math"
746,Encode and Decode TinyURL,MEDIUM,Design,"Design, Hash Function, Hash Table, String",1,Salesforce,53.9,0.8636236617619221,https://leetcode.com/problems/encode-and-decode-tinyurl,"String, Hash Table, Design"
747,Equal Row and Column Pairs,MEDIUM,Array,"Array, Hash Table, Matrix, Simulation",1,DEShaw,77.4,0.7050904124874572,https://leetcode.com/problems/equal-row-and-column-pairs,"Array, Hash Table, Matrix, Simulation"
748,Exam Room,MEDIUM,Design,"Design, Heap (Priority Queue), Heap / Priority Queue, Ordered Set, Queue",1,Apple,57.2,0.4286717936493996,https://leetcode.com/problems/exam-room,"Queue, Heap / Priority Queue, Design"
749,Expressive Words,MEDIUM,Array,"Array, String, Two Pointers",1,Cisco,42.0,0.4639251808359201,https://leetcode.com/problems/expressive-words,"Array, String, Two Pointers"
750,Factor Combinations,MEDIUM,Backtracking,Backtracking,1,Linkedln,63.9,0.5024211255576286,https://leetcode.com/problems/factor-combinations,Backtracking
751,Factorial Trailing Zeroes,MEDIUM,Math,Math,1,Google,20.8,0.4485560789752664,https://leetcode.com/problems/factorial-trailing-zeroes,Math
752,Filling Bookcase Shelves,MEDIUM,Array,"Array, Dynamic Programming",1,Flipkart,43.5,0.68655511990517,https://leetcode.com/problems/filling-bookcase-shelves,"Array, Dynamic Programming"
753,Find All Duplicates in an Array,MEDIUM,Array,"Array, Hash Table",1,Google,30.8,0.7640865470225948,https://leetcode.com/problems/find-all-duplicates-in-an-array,"Array, Hash Table"
754,Find Beautiful Indices in the Given Array I,MEDIUM,Binary Search,"Binary Search, Hash Function, Rolling Hash, String, String Matching, Two Pointers",1,Palantir,100.0,0.3843060775054507,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i,"String, Binary Search, Two Pointers"
755,Find Consecutive Integers from a Data Stream,MEDIUM,Counting,"Counting, Data Stream, Design, Hash Table, Queue",1,Intel,100.0,0.493503487439047,https://leetcode.com/problems/find-consecutive-integers-from-a-data-stream,"Hash Table, Queue, Design"
756,Find Eventual Safe States,MEDIUM,BFS,"BFS, Breadth-First Search, DFS, Depth-First Search, Graph, Topological Sort",1,Amazon,40.6,68.65%,https://leetcode.com/problems/find-eventual-safe-states,"Graph, BFS, DFS"
757,Find K Pairs with Smallest Sums,MEDIUM,Array,"Array, Heap (Priority Queue), Heap / Priority Queue, Queue",1,Linkedln,56.2,0.4069636992721836,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,"Array, Queue, Heap / Priority Queue"
758,Find Leaves of Binary Tree,MEDIUM,Binary Tree,"Binary Tree, DFS, Depth-First Search, Tree",1,Linkedln,77.4,0.810721302930833,https://leetcode.com/problems/find-leaves-of-binary-tree,"Tree, DFS"
759,Find Longest Calls,MEDIUM,Database,Database,1,IBM,37.4,0.6278218425869433,https://leetcode.com/problems/find-longest-calls,
760,Find Minimum Cost to Remove Array Elements,MEDIUM,Array,"Array, Dynamic Programming",1,DEShaw,100.0,0.1850419468078776,https://leetcode.com/problems/find-minimum-cost-to-remove-array-elements,"Array, Dynamic Programming"
761,Find Peak Calling Hours for Each City,MEDIUM,Database,Database,1,DEShaw,89.6,0.6175086929842504,https://leetcode.com/problems/find-peak-calling-hours-for-each-city,
762,Find Players With Zero or One Losses,MEDIUM,Array,"Array, Counting, Hash Table, Sorting",1,Palantir,66.6,0.7259675342193808,https://leetcode.com/problems/find-players-with-zero-or-one-losses,"Array, Hash Table, Sorting"
763,Find Score of an Array After Marking All Elements,MEDIUM,Array,"Array, Hash Table, Heap (Priority Queue), Heap / Priority Queue, Queue, Simulation, Sorting",1,Visa,54.7,0.6448364336112893,https://leetcode.com/problems/find-score-of-an-array-after-marking-all-elements,"Array, Hash Table, Queue, Heap / Priority Queue, Sorting, Simulation"
764,Find The First Player to win K Games in a Row,MEDIUM,Array,"Array, Simulation",1,IBM,73.9,0.3941278227126092,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row,"Array, Simulation"
765,Find Third Transaction,MEDIUM,Database,Database,1,Cisco,67.2,0.5385959339263025,https://leetcode.com/problems/find-third-transaction,
766,Find and Replace Pattern,MEDIUM,Array,"Array, Hash Table, String",1,Zomato,100.0,0.7681583405018056,https://leetcode.com/problems/find-and-replace-pattern,"Array, String, Hash Table"
767,Find the Largest Area of Square Inside Two Rectangles,MEDIUM,Array,"Array, Geometry, Math",1,Cisco,63.2,0.4506096668270135,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles,"Array, Math"
768,Find the Maximum Length of a Good Subsequence I,MEDIUM,Array,"Array, Dynamic Programming, Hash Table",1,Snowflake,78.0,0.3156667819704922,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i,"Array, Dynamic Programming, Hash Table"
769,Find the Minimum Amount of Time to Brew Potions,MEDIUM,Array,"Array, Prefix Sum, Simulation",1,Goldman Sachs,70.6,0.3517014694508894,https://leetcode.com/problems/find-the-minimum-amount-of-time-to-brew-potions,"Array, Simulation, Prefix Sum"
770,Find the Safest Path in a Grid,MEDIUM,Array,"Array, BFS, Binary Search, Breadth-First Search, Heap (Priority Queue), Heap / Priority Queue, Matrix, Queue, Union Find",1,Google,16.0,0.4839726918075422,https://leetcode.com/problems/find-the-safest-path-in-a-grid,"Array, Binary Search, Queue, Heap / Priority Queue, BFS, Union Find, Matrix"
771,Find the Winner of the Circular Game,MEDIUM,Array,"Array, Math, Queue, Recursion, Simulation",1,Goldman Sachs,60.9,0.8206656341049726,https://leetcode.com/problems/find-the-winner-of-the-circular-game,"Array, Queue, Recursion, Math, Simulation"
772,Finding Pairs With a Certain Sum,MEDIUM,Array,"Array, Design, Hash Table",1,Databricks,40.7,0.491882680060992,https://leetcode.com/problems/finding-pairs-with-a-certain-sum,"Array, Hash Table, Design"
773,Finding the Users Active Minutes,MEDIUM,Array,"Array, Hash Table",1,Twitter,89.4,0.804561225875758,https://leetcode.com/problems/finding-the-users-active-minutes,"Array, Hash Table"
774,First Completely Painted Row or Column,MEDIUM,Array,"Array, Hash Table, Matrix",1,Citadel,72.3,0.6392151838043829,https://leetcode.com/problems/first-completely-painted-row-or-column,"Array, Hash Table, Matrix"
775,First Day Where You Have Been in All the Rooms,MEDIUM,Array,"Array, Dynamic Programming",1,ByteDance,87.2,0.397044607098467,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms,"Array, Dynamic Programming"
776,First Unique Number,MEDIUM,Array,"Array, Data Stream, Design, Hash Table, Queue",1,Uber,50.6,0.5593123431844927,https://leetcode.com/problems/first-unique-number,"Array, Hash Table, Queue, Design"
777,Flatten a Multilevel Doubly Linked List,MEDIUM,DFS,"DFS, Depth-First Search, Doubly-Linked List, Linked List",1,Bloomberg,84.1,0.6131216910613428,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list,"Linked List, DFS"
778,Flip Game II,MEDIUM,Backtracking,"Backtracking, Dynamic Programming, Game Theory, Math, Memoization",1,Google,22.3,0.5222630055763394,https://leetcode.com/problems/flip-game-ii,"Dynamic Programming, Backtracking, Math"
779,Fraction Addition and Subtraction,MEDIUM,Math,"Math, Simulation, String",1,Goldman Sachs,29.7,0.6614695886090164,https://leetcode.com/problems/fraction-addition-and-subtraction,"String, Math, Simulation"
780,Get Equal Substrings Within Budget,MEDIUM,Binary Search,"Binary Search, Prefix Sum, Sliding Window, String",1,IBM,68.2,0.5895138424805517,https://leetcode.com/problems/get-equal-substrings-within-budget,"String, Binary Search, Sliding Window, Prefix Sum"
781,Greatest Sum Divisible by Three,MEDIUM,Array,"Array, Dynamic Programming, Greedy, Sorting",1,DEShaw,77.4,0.509215065450593,https://leetcode.com/problems/greatest-sum-divisible-by-three,"Array, Dynamic Programming, Sorting, Greedy"
782,Grumpy Bookstore Owner,MEDIUM,Array,"Array, Sliding Window",1,Walmart,52.0,0.6405498508052329,https://leetcode.com/problems/grumpy-bookstore-owner,"Array, Sliding Window"
783,Hand of Straights,MEDIUM,Array,"Array, Greedy, Hash Table, Sorting",1,Google,20.4,0.5710230469118233,https://leetcode.com/problems/hand-of-straights,"Array, Hash Table, Sorting, Greedy"
784,House Robber IV,MEDIUM,Array,"Array, Binary Search, Dynamic Programming, Greedy",1,Linkedln,37.4,0.6516200246079688,https://leetcode.com/problems/house-robber-iv,"Array, Binary Search, Dynamic Programming, Greedy"
785,IP to CIDR,MEDIUM,Bit Manipulation,"Bit Manipulation, String",1,Databricks,100.0,0.5492354970683057,https://leetcode.com/problems/ip-to-cidr,"String, Bit Manipulation"
