Title,Difficulty,Company Count,Companies,Frequency,Acceptance Rate,LeetCode Link,Topics,Topic Categories
Make The String Great,EASY,1,Google,16.0,0.6827752983137568,https://leetcode.com/problems/make-the-string-great,"Stack, String","String, Stack"
Maximum Area of Longest Diagonal Rectangle,EASY,1,Atlassian,66.3,36.5%,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle,Array,Array
Maximum Difference Between Even and Odd Frequency I,EASY,1,Microsoft,50.3,0.613683469927171,https://leetcode.com/problems/maximum-difference-between-even-and-odd-frequency-i,"Counting, Hash Table, String","String, Hash Table"
Maximum Nesting Depth of the Parentheses,EASY,1,Intel,100.0,0.8434417458535225,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,"Stack, String","String, Stack"
Maximum Number of Balloons,EASY,1,Tesla,74.5,0.5973679587648302,https://leetcode.com/problems/maximum-number-of-balloons,"Counting, Hash Table, String","String, Hash Table"
Maximum Population Year,EASY,1,PayPal,42.1,0.6267903102222048,https://leetcode.com/problems/maximum-population-year,"Array, Counting, Prefix Sum","Array, Prefix Sum"
Min Cost Climbing Stairs,EASY,1,Amazon,50.9,67.2%,https://leetcode.com/problems/min-cost-climbing-stairs,"Array, Dynamic Programming","Array, Dynamic Programming"
Minimum Changes To Make Alternating Binary String,EASY,1,Tesla,95.3,0.6370145733299638,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,String,String
Minimum Cost to Move Chips to The Same Position,EASY,1,Morgan Stanley,89.7,0.7235395523557598,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position,"Array, Greedy, Math","Array, Greedy, Math"
Minimum Operations to Make Columns Strictly Increasing,EASY,1,IBM,92.3,0.7199251842887007,https://leetcode.com/problems/minimum-operations-to-make-columns-strictly-increasing,"Array, Greedy, Matrix","Array, Greedy, Matrix"
Minimum String Length After Removing Substrings,EASY,1,JP Morgan,38.2,0.7708193935176512,https://leetcode.com/problems/minimum-string-length-after-removing-substrings,"Simulation, Stack, String","String, Stack, Simulation"
Minimum Time to Type Word Using Special Typewriter,EASY,1,Linkedln,29.6,0.7771306948017184,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter,"Greedy, String","String, Greedy"
Minimum Value to Get Positive Step by Step Sum,EASY,1,Swiggy,97.6,0.6462878389161475,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum,"Array, Prefix Sum","Array, Prefix Sum"
Number of Students Unable to Eat Lunch,EASY,1,Flipkart,53.1,0.7873290271095185,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,"Array, Queue, Simulation, Stack","Array, Stack, Queue, Simulation"
Number of Valid Words in a Sentence,EASY,1,Cisco,66.8,0.2999482504677361,https://leetcode.com/problems/number-of-valid-words-in-a-sentence,String,String
Palindrome Permutation,EASY,1,Google,22.3,0.6850934894703868,https://leetcode.com/problems/palindrome-permutation,"Bit Manipulation, Hash Table, String","String, Hash Table, Bit Manipulation"
Power of Four,EASY,1,Qualcomm,56.6,0.4947101228054184,https://leetcode.com/problems/power-of-four,"Bit Manipulation, Math, Recursion","Recursion, Bit Manipulation, Math"
Power of Three,EASY,1,Goldman Sachs,50.5,0.4802572566132386,https://leetcode.com/problems/power-of-three,"Math, Recursion","Recursion, Math"
Prime In Diagonal,EASY,1,IBM,37.4,0.3620654816211814,https://leetcode.com/problems/prime-in-diagonal,"Array, Math, Matrix, Number Theory","Array, Math, Matrix"
Print in Order,EASY,1,NVIDIA,40.7,0.7158816436054449,https://leetcode.com/problems/print-in-order,Concurrency,
Range Sum of BST,EASY,1,Meta,71.9,0.8745394306042865,https://leetcode.com/problems/range-sum-of-bst,"Binary Search Tree, Binary Tree, Depth-First Search, Tree","Binary Search, Tree, DFS"
Read N Characters Given Read4,EASY,1,Google,13.3,0.4225902118364912,https://leetcode.com/problems/read-n-characters-given-read4,"Array, Interactive, Simulation","Array, Simulation"
Reformat Date,EASY,1,Goldman Sachs,57.6,0.6733420066288758,https://leetcode.com/problems/reformat-date,String,String
Relative Sort Array,EASY,1,DEShaw,79.6,0.7492037718091799,https://leetcode.com/problems/relative-sort-array,"Array, Counting Sort, Hash Table, Sorting","Array, Hash Table, Sorting"
Remove All Adjacent Duplicates In String,EASY,1,Goldman Sachs,23.0,0.715875534292082,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string,"Stack, String","String, Stack"
Remove Letter To Equalize Frequency,EASY,1,Bloomberg,38.0,0.1820090792824141,https://leetcode.com/problems/remove-letter-to-equalize-frequency,"Counting, Hash Table, String","String, Hash Table"
Remove Linked List Elements,EASY,1,Google,28.6,0.5192135190900153,https://leetcode.com/problems/remove-linked-list-elements,"Linked List, Recursion","Linked List, Recursion"
Repeated Substring Pattern,EASY,1,Salesforce,36.0,0.4688966310838218,https://leetcode.com/problems/repeated-substring-pattern,"String, String Matching",String
Reverse Only Letters,EASY,1,Snowflake,39.6,0.6683340514041327,https://leetcode.com/problems/reverse-only-letters,"String, Two Pointers","String, Two Pointers"
Reverse Vowels of a String,EASY,1,Oracle,47.0,0.581874454982085,https://leetcode.com/problems/reverse-vowels-of-a-string,"String, Two Pointers","String, Two Pointers"
Robot Return to Origin,EASY,1,Goldman Sachs,57.3,0.7617030831410564,https://leetcode.com/problems/robot-return-to-origin,"Simulation, String","String, Simulation"
Rotate String,EASY,1,Visa,64.9,0.6393953917504719,https://leetcode.com/problems/rotate-string,"String, String Matching",String
Second Minimum Node In a Binary Tree,EASY,1,Linkedln,58.8,0.4532741603206002,https://leetcode.com/problems/second-minimum-node-in-a-binary-tree,"Binary Tree, Depth-First Search, Tree","Tree, DFS"
Set Mismatch,EASY,1,Microsoft,32.8,0.450001390008618,https://leetcode.com/problems/set-mismatch,"Array, Bit Manipulation, Hash Table, Sorting","Array, Hash Table, Sorting, Bit Manipulation"
Shortest Word Distance,EASY,1,Linkedln,63.9,0.6594968094700921,https://leetcode.com/problems/shortest-word-distance,"Array, String","Array, String"
Sort Array by Increasing Frequency,EASY,1,Walmart,42.2,0.802688099698792,https://leetcode.com/problems/sort-array-by-increasing-frequency,"Array, Hash Table, Sorting","Array, Hash Table, Sorting"
Split Strings by Separator,EASY,1,Apple,38.9,0.7491123619831133,https://leetcode.com/problems/split-strings-by-separator,"Array, String","Array, String"
Split a String in Balanced Strings,EASY,1,Salesforce,82.4,0.8679377932458103,https://leetcode.com/problems/split-a-string-in-balanced-strings,"Counting, Greedy, String","String, Greedy"
Students and Examinations,EASY,1,Bloomberg,61.5,0.604974385676898,https://leetcode.com/problems/students-and-examinations,Database,
Substrings of Size Three with Distinct Characters,EASY,1,Visa,48.5,0.7545459484913246,https://leetcode.com/problems/substrings-of-size-three-with-distinct-characters,"Counting, Hash Table, Sliding Window, String","String, Hash Table, Sliding Window"
Subtree of Another Tree,EASY,1,Morgan Stanley,53.5,0.4998488050003843,https://leetcode.com/problems/subtree-of-another-tree,"Binary Tree, Depth-First Search, Hash Function, String Matching, Tree","String, Tree, DFS"
Sum of All Odd Length Subarrays,EASY,1,Linkedln,29.6,0.835186957887891,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,"Array, Math, Prefix Sum","Array, Math, Prefix Sum"
Sum of All Subset XOR Totals,EASY,1,Microsoft,32.8,0.9007097408541754,https://leetcode.com/problems/sum-of-all-subset-xor-totals,"Array, Backtracking, Bit Manipulation, Combinatorics, Enumeration, Math","Array, Backtracking, Bit Manipulation, Math"
Take Gifts From the Richest Pile,EASY,1,DEShaw,77.4,0.7562443860270789,https://leetcode.com/problems/take-gifts-from-the-richest-pile,"Array, Heap (Priority Queue), Simulation","Array, Queue, Heap / Priority Queue, Simulation"
The Winner University,EASY,1,Walmart,75.1,0.7530181086519114,https://leetcode.com/problems/the-winner-university,Database,
Third Maximum Number,EASY,1,Goldman Sachs,32.7,0.3721120655575063,https://leetcode.com/problems/third-maximum-number,"Array, Sorting","Array, Sorting"
Time Needed to Buy Tickets,EASY,1,Twitter,89.4,0.7070562661984784,https://leetcode.com/problems/time-needed-to-buy-tickets,"Array, Queue, Simulation","Array, Queue, Simulation"
Toeplitz Matrix,EASY,1,Meta,32.0,0.6939253887597988,https://leetcode.com/problems/toeplitz-matrix,"Array, Matrix","Array, Matrix"
Triangle Judgement,EASY,1,Google,30.8,0.7368772833754048,https://leetcode.com/problems/triangle-judgement,Database,
Two Furthest Houses With Different Colors,EASY,1,Visa,81.1,0.6557574742483879,https://leetcode.com/problems/two-furthest-houses-with-different-colors,"Array, Greedy","Array, Greedy"
Two Sum III - Data structure design,EASY,1,Linkedln,50.0,0.3868837868274785,https://leetcode.com/problems/two-sum-iii-data-structure-design,"Array, Data Stream, Design, Hash Table, Two Pointers","Array, Hash Table, Two Pointers, Design"
Type of Triangle,EASY,1,IBM,71.7,0.4479472840401572,https://leetcode.com/problems/type-of-triangle,"Array, Math, Sorting","Array, Sorting, Math"
Ugly Number,EASY,1,JP Morgan,38.2,0.4233632213371748,https://leetcode.com/problems/ugly-number,Math,Math
Unique Email Addresses,EASY,1,Intuit,69.5,0.6758613213988468,https://leetcode.com/problems/unique-email-addresses,"Array, Hash Table, String","Array, String, Hash Table"
Unique Number of Occurrences,EASY,1,Bloomberg,38.0,0.7828341214980583,https://leetcode.com/problems/unique-number-of-occurrences,"Array, Hash Table","Array, Hash Table"
Valid Perfect Square,EASY,1,Linkedln,60.0,0.4418959712096306,https://leetcode.com/problems/valid-perfect-square,"Binary Search, Math","Binary Search, Math"
Verifying an Alien Dictionary,EASY,1,Snap,57.8,0.555729966970002,https://leetcode.com/problems/verifying-an-alien-dictionary,"Array, Hash Table, String","Array, String, Hash Table"
Word Pattern,EASY,1,Google,21.4,0.430607261173072,https://leetcode.com/problems/word-pattern,"Hash Table, String","String, Hash Table"
2 Keys Keyboard,MEDIUM,1,Salesforce,36.0,0.5908827395526525,https://leetcode.com/problems/2-keys-keyboard,"Dynamic Programming, Math","Dynamic Programming, Math"
Activity Participants,MEDIUM,1,IBM,73.9,0.7229791494362948,https://leetcode.com/problems/activity-participants,Database,
All Ancestors of a Node in a Directed Acyclic Graph,MEDIUM,1,Palantir,57.4,0.6189030152589998,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph,"Breadth-First Search, Depth-First Search, Graph, Topological Sort","Graph, BFS, DFS"
All Paths From Source to Target,MEDIUM,1,Bloomberg,58.9,0.8312447332675658,https://leetcode.com/problems/all-paths-from-source-to-target,"Backtracking, Breadth-First Search, Depth-First Search, Graph","Graph, Backtracking, BFS, DFS"
All Possible Full Binary Trees,MEDIUM,1,NVIDIA,38.4,0.8270281155858406,https://leetcode.com/problems/all-possible-full-binary-trees,"Binary Tree, Dynamic Programming, Memoization, Recursion, Tree","Tree, Dynamic Programming, Recursion"
Apply Substitutions,MEDIUM,1,Google,39.0,0.7867262423714037,https://leetcode.com/problems/apply-substitutions,"Array, Breadth-First Search, Depth-First Search, Graph, Hash Table, String, Topological Sort","Array, String, Graph, Hash Table, BFS, DFS"
Average Waiting Time,MEDIUM,1,DEShaw,58.7,0.7305169732865104,https://leetcode.com/problems/average-waiting-time,"Array, Simulation","Array, Simulation"
Beautiful Towers I,MEDIUM,1,Salesforce,70.8,0.433646463471382,https://leetcode.com/problems/beautiful-towers-i,"Array, Monotonic Stack, Stack","Array, Stack, Monotonic Stack"
Beautiful Towers II,MEDIUM,1,Salesforce,70.8,0.3459771366358193,https://leetcode.com/problems/beautiful-towers-ii,"Array, Monotonic Stack, Stack","Array, Stack, Monotonic Stack"
Best Team With No Conflicts,MEDIUM,1,Morgan Stanley,89.7,0.5042606461247886,https://leetcode.com/problems/best-team-with-no-conflicts,"Array, Dynamic Programming, Sorting","Array, Dynamic Programming, Sorting"
Binary Tree Longest Consecutive Sequence,MEDIUM,1,Walmart,42.2,0.5411300683221425,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,"Binary Tree, Depth-First Search, Tree","Tree, DFS"
Binary Tree Upside Down,MEDIUM,1,Linkedln,69.3,0.6450428958113502,https://leetcode.com/problems/binary-tree-upside-down,"Binary Tree, Depth-First Search, Tree","Tree, DFS"
Bitwise AND of Numbers Range,MEDIUM,1,Google,21.4,0.477400397545588,https://leetcode.com/problems/bitwise-and-of-numbers-range,Bit Manipulation,Bit Manipulation
Bitwise OR of All Subsequence Sums,MEDIUM,1,Zomato,100.0,0.6488039763901833,https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums,"Array, Bit Manipulation, Brainteaser, Math, Prefix Sum","Array, Bit Manipulation, Math, Prefix Sum"
Brace Expansion,MEDIUM,1,Stripe,53.6,0.6672212978369384,https://leetcode.com/problems/brace-expansion,"Backtracking, Breadth-First Search, String","String, Backtracking, BFS"
Buildings With an Ocean View,MEDIUM,1,Meta,84.3,0.8076970293771174,https://leetcode.com/problems/buildings-with-an-ocean-view,"Array, Monotonic Stack, Stack","Array, Stack, Monotonic Stack"
Bulb Switcher,MEDIUM,1,Linkedln,49.7,0.540826122720978,https://leetcode.com/problems/bulb-switcher,"Brainteaser, Math",Math
Calculate Score After Performing Instructions,MEDIUM,1,Apple,85.1,0.5556368843981223,https://leetcode.com/problems/calculate-score-after-performing-instructions,"Array, Hash Table, Simulation, String","Array, String, Hash Table, Simulation"
Can I Win,MEDIUM,1,Linkedln,56.3,0.3037797068528723,https://leetcode.com/problems/can-i-win,"Bit Manipulation, Bitmask, Dynamic Programming, Game Theory, Math, Memoization","Dynamic Programming, Bit Manipulation, Math"
Candy Crush,MEDIUM,1,Visa,42.9,0.7736899161778655,https://leetcode.com/problems/candy-crush,"Array, Matrix, Simulation, Two Pointers","Array, Two Pointers, Matrix, Simulation"
Car Fleet,MEDIUM,1,Snap,57.8,0.5347426286997168,https://leetcode.com/problems/car-fleet,"Array, Monotonic Stack, Sorting, Stack","Array, Stack, Sorting, Monotonic Stack"
Change Null Values in a Table to the Previous Value,MEDIUM,1,Deolite,100.0,0.5152052486922599,https://leetcode.com/problems/change-null-values-in-a-table-to-the-previous-value,Database,
Check If Array Pairs Are Divisible by k,MEDIUM,1,Visa,64.9,0.4620216140377045,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k,"Array, Counting, Hash Table","Array, Hash Table"
Check if Grid can be Cut into Sections,MEDIUM,1,Bloomberg,38.0,0.6837973859482197,https://leetcode.com/problems/check-if-grid-can-be-cut-into-sections,"Array, Sorting","Array, Sorting"
Check if a Parentheses String Can Be Valid,MEDIUM,1,ServiceNow,100.0,0.4485859357773502,https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid,"Greedy, Stack, String","String, Stack, Greedy"
Cinema Seat Allocation,MEDIUM,1,Linkedln,40.9,0.428224012806009,https://leetcode.com/problems/cinema-seat-allocation,"Array, Bit Manipulation, Greedy, Hash Table","Array, Hash Table, Greedy, Bit Manipulation"
Closest Equal Element Queries,MEDIUM,1,Salesforce,100.0,0.3123053092072786,https://leetcode.com/problems/closest-equal-element-queries,"Array, Binary Search, Hash Table","Array, Binary Search, Hash Table"
Coin Change II,MEDIUM,1,Morgan Stanley,49.7,0.622854660501933,https://leetcode.com/problems/coin-change-ii,"Array, Dynamic Programming","Array, Dynamic Programming"
Combination Sum IV,MEDIUM,1,Snap,82.5,0.5464349476779554,https://leetcode.com/problems/combination-sum-iv,"Array, Dynamic Programming","Array, Dynamic Programming"
Construct Smallest Number From DI String,MEDIUM,1,Goldman Sachs,49.3,0.858291954685622,https://leetcode.com/problems/construct-smallest-number-from-di-string,"Backtracking, Greedy, Stack, String","String, Stack, Greedy, Backtracking"
Construct the Lexicographically Largest Valid Sequence,MEDIUM,1,Salesforce,45.0,0.7310337431126244,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,"Array, Backtracking","Array, Backtracking"
Contiguous Array,MEDIUM,1,Morgan Stanley,59.2,0.4937158662930979,https://leetcode.com/problems/contiguous-array,"Array, Hash Table, Prefix Sum","Array, Hash Table, Prefix Sum"
Continuous Subarray Sum,MEDIUM,1,Meta,51.6,0.3091089982532908,https://leetcode.com/problems/continuous-subarray-sum,"Array, Hash Table, Math, Prefix Sum","Array, Hash Table, Math, Prefix Sum"
